,Athlete,Nation,Sport,Role,Era,Participations,Start Year,End Year,Years,Sport_full,Sport_Type
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2004,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2005,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2006,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2007,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2008,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2009,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2010,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2011,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2012,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2013,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2014,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2015,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2016,Rowing,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,1994,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,1995,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,1996,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,1997,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,1998,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,1999,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2000,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2001,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2002,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2003,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2004,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2005,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2006,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2007,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2008,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2009,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2010,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2011,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2012,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2013,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2014,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2015,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2016,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2017,Ski Jumping,Individual
19,Janne Ahonen,Finland,SJP,Olympics/Other,"(1994, 2018)",7,1994,2018,2018,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,1998,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,1999,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2000,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2001,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2002,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2003,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2004,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2005,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2006,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2007,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2008,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2009,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2010,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2011,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2012,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2013,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2014,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2015,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2016,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2017,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2018,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2019,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2020,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2021,Ski Jumping,Individual
20,Simon Ammann,Switzerland,SJP,Olympics/Other,"(1998, 2022)",7,1998,2022,2022,Ski Jumping,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1988,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1989,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1990,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1991,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1992,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1993,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1994,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1995,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1996,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1997,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1998,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,1999,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2000,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2001,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2002,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2003,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2004,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2005,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2006,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2007,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2008,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2009,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2010,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2011,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2012,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2013,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2014,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2015,Judo,Individual
21,Ludger Beerbaum,"Germany, West Germany",EJP,Olympics/Other,"(1988, 2016)",7,1988,2016,2016,Judo,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,1994,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,1995,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,1996,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,1997,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,1998,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,1999,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2000,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2001,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2002,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2003,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2004,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2005,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2006,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2007,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2008,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2009,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2010,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2011,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2012,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2013,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2014,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2015,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2016,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2017,Cross-Country Skiing,Individual
22,Siarhei Dalidovich,Belarus,CCS,Olympics,"(1994, 2018)",7,1994,2018,2018,Cross-Country Skiing,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1992,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1993,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1994,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1995,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1996,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1997,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1998,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,1999,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2000,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2001,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2002,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2003,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2004,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2005,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2006,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2007,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2008,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2009,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2010,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2011,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2012,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2013,Luge,Individual
23,Albert Demchenko,"Russia, Unified Team",LUG,Olympics,"(1992, 2014)",7,1992,2014,2014,Luge,Individual
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,1996,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,1997,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,1998,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,1999,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2000,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2001,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2002,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2003,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2004,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2005,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2006,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2007,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2008,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2009,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2010,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2011,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2012,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2013,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2014,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2015,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2016,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2017,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2018,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2019,Equestrian Eventing,Team
24,Phillip Dutton,"Australia, USA",EVE,Olympics,"(1996, 2020)",7,1996,2020,2020,Equestrian Eventing,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,1996,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,1997,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,1998,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,1999,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2000,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2001,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2002,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2003,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2004,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2005,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2006,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2007,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2008,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2009,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2010,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2011,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2012,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2013,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2014,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2015,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2016,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2017,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2018,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2019,Football,Team
25,Formiga,Brazil,FBL,Olympics,"(1996, 2020)",7,1996,2020,2020,Football,Team
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1992,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1993,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1994,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1995,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1996,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1997,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1998,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,1999,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2000,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2001,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2002,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2003,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2004,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2005,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2006,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2007,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2008,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2009,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2010,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2011,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2012,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2013,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2014,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2015,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2016,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2017,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2018,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2019,Shooting,Individual
26,Mariya Grozdeva,Bulgaria,SHO,Olympics/Other,"(1992, 2020)",7,1992,2020,2020,Shooting,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1988,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1989,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1990,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1991,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1992,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1993,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1994,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1995,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1996,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1997,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1998,Equestrian Dressage,Individual
27,Anky van Grunsven,Netherlands,EDR,Olympics/Other,"(1988, 2012)",7,1988,2012,1999,Equestrian Dressage,Individual
