Year,Rank,NOC,Gold years,Silver years,Bronze years,Total years,Yug_group,Participation_Status
1924,18,South Africa,1.0,1.0,1.0,3.0,,Participated
1924,19,Uruguay,1.0,0.0,0.0,1.0,,Participated
1924,20,Austria,0.0,3.0,1.0,4.0,,Participated
1924,20,Canada,0.0,3.0,1.0,4.0,,Participated
1924,22,Poland,0.0,1.0,1.0,2.0,,Participated
1924,23,Haiti,0.0,0.0,1.0,1.0,,Participated
1924,23,Japan,0.0,0.0,1.0,1.0,,Participated
1924,23,New Zealand,0.0,0.0,1.0,1.0,,Participated
1924,23,Portugal,0.0,0.0,1.0,1.0,,Participated
1924,23,Romania,0.0,0.0,1.0,1.0,,Participated
1920,1,United States,41.0,27.0,27.0,95.0,,Participated
1920,2,Sweden,19.0,20.0,25.0,64.0,,Participated
1920,3,Finland,15.0,10.0,9.0,34.0,,Participated
1920,4,Great Britain,14.0,15.0,13.0,42.0,,Participated
1920,5,Belgium,14.0,11.0,11.0,36.0,,Participated
1920,6,Norway,13.0,9.0,9.0,31.0,,Participated
1920,7,Italy,13.0,5.0,5.0,23.0,,Participated
1920,8,France,9.0,19.0,13.0,41.0,,Participated
1920,9,Netherlands,4.0,2.0,5.0,11.0,,Participated
1920,10,Denmark,3.0,9.0,1.0,13.0,,Participated
1920,11,South Africa,3.0,4.0,3.0,10.0,,Participated
1920,12,Canada,3.0,3.0,3.0,9.0,,Participated
1920,13,Switzerland,2.0,2.0,7.0,11.0,,Participated
1920,14,Estonia,1.0,2.0,0.0,3.0,,Participated
1920,15,Brazil,1.0,1.0,1.0,3.0,,Participated
1920,16,Australia,0.0,2.0,1.0,3.0,,Participated
1920,17,Japan,0.0,2.0,0.0,2.0,,Participated
1920,17,Spain,0.0,2.0,0.0,2.0,,Participated
1920,19,Greece,0.0,1.0,0.0,1.0,,Participated
1920,19,Luxembourg,0.0,1.0,0.0,1.0,,Participated
1920,21,Czechoslovakia,0.0,0.0,2.0,2.0,,Participated
1920,22,New Zealand,0.0,0.0,1.0,1.0,,Participated
1912,1,United States,26.0,19.0,19.0,64.0,,Participated
1912,2,Sweden,23.0,25.0,17.0,65.0,,Participated
1912,3,Great Britain,10.0,15.0,16.0,41.0,,Participated
1912,4,Finland,9.0,8.0,9.0,26.0,,Participated
1912,5,France,7.0,5.0,3.0,15.0,,Participated
1912,6,Germany,6.0,13.0,7.0,26.0,,Participated
1912,7,Italy,5.0,1.0,2.0,8.0,,Participated
1912,8,South Africa,4.0,2.0,0.0,6.0,,Participated
1912,9,Norway,3.0,2.0,5.0,10.0,,Participated
1912,10,Canada,3.0,2.0,3.0,8.0,,Participated
1912,10,Hungary,3.0,2.0,3.0,8.0,,Participated
1912,12,Australasia,2.0,2.0,3.0,7.0,,Participated
1912,13,Belgium,2.0,1.0,3.0,6.0,,Participated
1912,14,Denmark,1.0,6.0,5.0,12.0,,Participated
1912,15,Greece,1.0,0.0,1.0,2.0,,Participated
1912,16,Switzerland,1.0,0.0,0.0,1.0,,Participated
1912,17,Russian Empire,0.0,2.0,3.0,5.0,,Participated
1912,18,Austria,0.0,2.0,2.0,4.0,,Participated
1912,19,Netherlands,0.0,0.0,3.0,3.0,,Participated
1908,1,Great Britain (GBR)[a],56.0,51.0,39.0,146.0,,Participated
1908,2,United States (USA),23.0,12.0,12.0,47.0,,Participated
1908,3,Sweden (SWE),8.0,6.0,11.0,25.0,,Participated
1908,4,France (FRA),5.0,5.0,9.0,19.0,,Participated
1908,5,Germany (GER)[a],3.0,5.0,5.0,13.0,,Participated
1908,6,Hungary (HUN),3.0,4.0,2.0,9.0,,Participated
1908,7,Canada (CAN),3.0,3.0,10.0,16.0,,Participated
1908,8,Norway (NOR),2.0,3.0,3.0,8.0,,Participated
1908,9,Italy (ITA),2.0,2.0,0.0,4.0,,Participated
1908,10,Belgium (BEL),1.0,5.0,2.0,8.0,,Participated
1908,11,Australasia (ANZ),1.0,2.0,2.0,5.0,,Participated
1908,12,Russian Empire,1.0,2.0,0.0,3.0,,Participated
1908,13,Finland (FIN),1.0,1.0,3.0,5.0,,Participated
1908,14,South Africa (RSA),1.0,1.0,0.0,2.0,,Participated
1908,15,Greece (GRE)[b],0.0,3.0,1.0,4.0,,Participated
1908,16,Denmark (DEN),0.0,2.0,3.0,5.0,,Participated
1908,17,Bohemia (BOH),0.0,0.0,2.0,2.0,,Participated
1908,17,Netherlands (NED),0.0,0.0,2.0,2.0,,Participated
1908,19,Austria (AUT),0.0,0.0,1.0,1.0,,Participated
1904,1,United States,77.0,79.0,78.0,234.0,,Participated
1904,2,Germany,4.0,5.0,6.0,15.0,,Participated
1904,3,Canada,4.0,1.0,1.0,6.0,,Participated
1904,4,Cuba,3.0,0.0,0.0,3.0,,Participated
1904,5,Hungary,2.0,1.0,1.0,4.0,,Participated
1904,6,Norway,2.0,0.0,0.0,2.0,,Participated
1904,7,Austria,1.0,1.0,1.0,3.0,,Participated
1904,8,Great Britain,1.0,1.0,0.0,2.0,,Participated
1904,9,Switzerland,1.0,0.0,2.0,3.0,,Participated
1904,10,Greece,1.0,0.0,1.0,2.0,,Participated
1904,11,Mixed team,1.0,0.0,0.0,1.0,,Participated
1904,12,Australia,0.0,3.0,1.0,4.0,,Participated
1904,13,France,0.0,1.0,0.0,1.0,,Participated
1900,1,France,31.0,41.0,40.0,112.0,,Participated
1900,2,United States,20.0,13.0,15.0,48.0,,Participated
1900,3,Great Britain,20.0,8.0,9.0,37.0,,Participated
1900,4,Belgium,6.0,6.0,6.0,18.0,,Participated
1900,5,Switzerland,6.0,3.0,1.0,10.0,,Participated
1900,6,Germany,4.0,3.0,2.0,9.0,,Participated
1900,7,Italy,3.0,2.0,0.0,5.0,,Participated
1900,8,Denmark,1.0,3.0,2.0,6.0,,Participated
1900,9,Mixed team,1.0,2.0,3.0,6.0,,Participated
1900,9,Netherlands,1.0,2.0,3.0,6.0,,Participated
1900,11,Hungary,1.0,2.0,2.0,5.0,,Participated
1900,12,Cuba,1.0,1.0,0.0,2.0,,Participated
1900,13,Spain,1.0,0.0,0.0,1.0,,Participated
1900,14,Austria,0.0,3.0,3.0,6.0,,Participated
1900,15,Norway,0.0,2.0,3.0,5.0,,Participated
1900,16,India,0.0,2.0,0.0,2.0,,Participated
1900,17,Bohemia,0.0,1.0,1.0,2.0,,Participated
1900,18,Australia,0.0,0.0,3.0,3.0,,Participated
1900,19,Sweden,0.0,0.0,1.0,1.0,,Participated
1896,1,United States,11.0,7.0,2.0,20.0,,Participated
1896,2,Greece,10.0,18.0,19.0,47.0,,Participated
1896,3,Germany,6.0,5.0,2.0,13.0,,Participated
1896,4,France,5.0,4.0,2.0,11.0,,Participated
1896,5,Great Britain,2.0,3.0,2.0,7.0,,Participated
1896,6,Hungary,2.0,1.0,3.0,6.0,,Participated
1896,7,Austria,2.0,1.0,2.0,5.0,,Participated
1896,8,Australia,2.0,0.0,0.0,2.0,,Participated
1896,9,Denmark,1.0,2.0,3.0,6.0,,Participated
1896,10,Switzerland,1.0,2.0,0.0,3.0,,Participated
1896,11,Mixed team,1.0,0.0,1.0,2.0,,Participated
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
1992,,Yugoslavia,,,,,,Excluded due to UN sanctions during the Yugoslav War (1992)
2000,,Afghanistan,,,,,,Excluded due to the Taliban regime (2000)
1920,,Germany,,,,,,Excluded due to World War I (1920)
1920,,Austria,,,,,,Excluded due to World War I (1920)
1920,,Hungary,,,,,,Excluded due to World War I (1920)
1920,,Bulgaria,,,,,,Excluded due to World War I (1920)
1920,,Turkey,,,,,,Excluded due to World War I (1920)
1948,,Germany,,,,,,Excluded after World War II (1948)
1948,,Japan,,,,,,Excluded after World War II (1948)
